truth	split	pph2_class	pph2_prob	dScore	Score1	Nobs	NormASA	dVol	dProp	Bfact	CpG	IdPmax	IdQmin	PFamHitBool
n	training	neutral	0.002	+0.453	-1.669	20					0	22.765	69.60	0
n	training	neutral	0.264	+1.249	-1.656	20					0	1.881	53.65	0
n	training	deleterious	0.696	+1.498	-1.824	30					0	3.115	55.44	1
n	validation	deleterious	0.894	+2.157	-1.516	28					0	2.080	58.87	1
n	training	neutral	0.159	+0.490	-1.400	29					0	6.716	17.88	0
n	training	neutral	0.34	+0.747	-1.242	29					0	4.815	17.88	0
n	training	neutral	0.006	+0.368	-1.900	29					1	10.742	66.32	0
n	training	neutral	0.182	+1.563	-1.719	24					1	2.549	61.85	0
n	training	neutral	0	-0.398	-2.104	24					0	33.074	88.08	0
n	validation	neutral	0.004	+0.481	-1.601	26					1	22.765	66.17	0
n	training	neutral	0	-0.764	-2.860	25					2	30.118	87.54	0
n	training	neutral	0.003	-0.094	-2.536	66					1	29.257	82.64	1
n	training	neutral	0.296	+2.009	-1.627	25					0	2.926	75.31	0
n	training	neutral	0.019	+1.113	-1.558	24					1	18.169	85.96	0
n	training	neutral	0.003	+0.283	-1.604	22					0	29.878	75.31	0
n	training	neutral	0.001	+0.361	-1.618	24					0	16.122	92.36	0
n	training	neutral	0	+0.117	-2.194	24					0	18.520	85.96	0
n	training	neutral	0	-0.742	-2.459	25					0	26.752	92.36	0
n	training	neutral	0.001	+0.162	-2.090	26					0	29.878	85.96	0
n	training	deleterious	0.894	+2.360	-1.233	45					0	2.486	85.53	
n	training	neutral	0.023	+0.625	-1.916	37					0	6.566	86.40	
n	training	neutral	0.12	+0.939	-1.328	39					0	8.343	89.63	
n	training	neutral	0.009	+0.153	-1.979	36					0	13.978	79.27	
n	training	neutral	0.005	+0.932	-1.773	21					1	15.104	88.29	
n	training	neutral	0	-0.683	-2.631	27					1	35.056	93.36	0
n	training	neutral	0.101	+0.538	-1.337	48					0	15.077	73.57	1
n	validation	neutral	0.088	+1.657	-1.295	486	0.317	51	0.7	1.44	0	17.363	87.07	0
n	training	neutral	0.002	-0.105	-2.342	62					0	17.812	93.71	1
n	training	neutral	0.314	+1.194	-1.772	101					0	6.616	82.66	1
n	training	neutral	0.078	+0.698	-2.351	99					1	12.586	78.61	1
n	training	neutral	0.284	+0.881	-1.355	98					0	14.451	86.23	1
n	training	neutral	0	-1.600	-4.647	50					0	10.397	86.23	0
n	validation	neutral	0.002	-0.376	-3.096	101					0	11.311	79.84	1
n	training	neutral	0.002	-0.732	-2.087	100					0	29.681	79.84	1
n	training	neutral	0	-1.045	-2.913	119					0	46.322	93.63	1
n	training	neutral	0	-0.560	-2.226	26					0	46.459	93.91	0
n	training	neutral	0	+0.123	-2.335	82					1	22.441	91.25	0
n	training	neutral	0.001	-0.443	-1.885	65					0	26.582	91.77	0
n	training	neutral	0.138	+1.422	-1.545	28					1	5.747	63.58	0
n	training	neutral	0.001	-0.204	-2.345	32					0	22.754	60.59	0
n	training	none												
n	training	none												
n	training	none												
n	training	none												
n	training	neutral	0.352	+1.457	-1.426	58					1	7.381	73.54	0
n	validation	neutral	0.355	+1.520	-1.369	48					0	6.279	74.53	0
n	training	neutral	0.004	+0.922	-1.979	18					2	6.201	89.22	0
n	training	neutral	0.026	+0.891	-1.699	18					0	19.063	50.00	0
n	training	neutral	0.001	+0.281	-1.853	22					0	17.524	83.33	0
n	training	neutral	0.272	+1.432	-1.472	26					1	7.034	43.43	0
n	training	deleterious	0.88	+2.873	-2.123	226	0.432	47	0.77	-0.87	1	1.771	70.18	1
n	training	neutral	0.001	+0.543	-1.866	214	0.632	-24	0.52	-0.00	2	23.122	91.67	1
n	training	neutral	0	+0.102	-2.423	272	0.444	-29	0.56	2.00	1	20.072	93.82	1
n	validation	neutral	0.001	-0.136	-2.687	37	0.471	78	0.75	-0.70	0	23.552	89.64	1
n	training	neutral	0	-0.367	-1.935	41					1	23.023	93.62	0
n	training	neutral	0.188	+1.722	-1.748	27					0	2.141	70.58	0
n	training	deleterious	1	+2.747	-0.921	51					0			0
n	training	neutral	0.009	+0.298	-1.553	52					1	22.313	82.18	0
n	training	neutral	0.149	+2.015	-1.940	52					0	3.556	90.83	0
n	training	neutral	0.001	+0.095	-1.731	50					0	25.048	86.47	0
n	training	neutral	0.356	+2.476	-2.031	50					1	1.532	88.64	0
n	training	neutral	0.243	+1.560	-1.448	50					2	3.593	88.89	0
n	training	neutral	0	-1.217	-3.354	50					0	32.158	90.83	0
n	training	neutral	0	-0.164	-2.426	47					0	28.638	90.42	0
n	training	neutral	0	-0.167	-2.350	48					0	32.158	90.83	0
n	training	neutral	0.002	+0.148	-1.795	47					1	24.275	90.83	0
n	validation	neutral	0.001	-0.292	-2.286	47					2	31.612	91.88	1
n	training	neutral	0.055	+0.995	-1.741	50					0	10.944	62.08	0
n	validation	neutral	0.034	+1.248	-2.112	54					0	5.789	90.39	0
n	training	neutral	0.001	+0.164	-2.693	50					0	42.784	90.39	0
n	training	neutral	0	-0.536	-2.579	49					0	29.057	91.88	0
n	training	neutral	0	+0.128	-2.227	49					0	20.207	91.88	0
n	validation	neutral	0.004	+0.263	-2.191	50					2	5.364	89.74	0
n	training	neutral	0.115	+0.488	-1.821	52					0	16.172	54.10	1
n	training	deleterious	0.873	+1.793	-1.443	54					0	2.545	54.10	0
n	validation	neutral	0.337	+1.034	-1.523	53					1	6.953	63.62	0
n	training	deleterious	0.814	+3.048	-1.937	45					1	0.699	64.21	0
n	training	neutral	0.003	+0.376	-1.991	47					2	16.465	78.60	0
n	training	neutral	0	-0.974	-2.565	49					0	21.777	78.60	0
n	training	neutral	0.038	+1.388	-2.095	34					0	5.294	74.01	0
n	training	neutral	0.002	+0.148	-2.114	45					1	32.242	85.86	0
n	training	neutral	0.001	+0.216	-2.381	21					2	24.028	80.12	
n	training	neutral	0.006	+0.155	-1.887	24					1	14.593	90.10	
n	training	neutral	0	-2.563	-4.207	23					2	35.744	90.10	
n	validation	deleterious	0.971	+2.627	-1.389	24					0	0.544	39.91	
n	training	neutral	0	-1.875	-3.384	24					0	45.937	90.10	
n	training	deleterious	0.998	+3.108	-1.149	24					1			
n	training	deleterious	0.831	+1.689	-1.335	27					0	1.684	48.15	
n	validation	deleterious	0.848	+1.420	-1.545	33					2	0.979	20.86	
n	training	neutral	0	-2.897	-4.228	30					2	29.957	87.07	
n	training	neutral	0.004	+0.064	-2.311	39					2	8.516	89.39	1
n	training	neutral	0	-0.376	-2.624	41					2	25.499	94.71	1
n	training	neutral	0.459	+2.408	-1.818	25					0	0.591	66.40	0
n	training	neutral	0	-2.050	-3.516	11					0	26.913	92.91	0
n	training	neutral	0.003	+0.695	-1.812	26					2	24.002	67.56	0
n	training	neutral	0	-1.177	-2.692	32					0	20.527	93.34	0
n	training	neutral	0	-0.769	-2.487	27					0	35.050	93.34	0
n	training	neutral	0	-1.015	-2.842	43					2	21.689	88.20	1
n	training	neutral	0.004	+1.066	-1.674	38					0	35.867	93.05	0
n	training	neutral	0.348	+0.691	-1.831	110					0	14.674	54.04	1
n	training	deleterious	0.999	+4.088	-1.026	131					0	0.200	40.96	0
n	validation	deleterious	0.819	+2.626	-1.684	118					1	3.197	86.56	1
n	training	neutral	0	+0.097	-2.372	94					0	45.169	93.46	1
n	training	deleterious	0.591	+2.599	-2.558	70					0	1.270	92.69	1
n	training	neutral	0.003	+0.478	-1.714	41					2	37.161	75.11	0
n	training	neutral	0.474	+0.800	-1.340	111					0	7.311	49.68	0
n	training	neutral	0.002	+0.347	-2.277	24					0	13.520	84.74	0
n	training	deleterious	0.866	+0.675	-1.221	58					2	4.364	16.21	1
n	training	neutral	0.473	+2.278	-2.206	34					0	0.638	64.52	0
n	training	neutral	0	-0.900	-2.961	26					0	25.204	93.61	0
n	training	neutral	0.018	+0.705	-1.859	59	0.300	-80	0.73	-1.05	0	30.976	90.19	1
n	training	neutral	0.41	+2.103	-2.460	82	0.450	39	0.44	1.03	0	1.623	79.52	1
n	training	neutral	0.009	+0.840	-2.487	85	0.462	-65	1.66	-0.23	1	44.497	92.07	1
n	validation	neutral	0.005	+0.572	-1.988	58	0.470	-29	0.56	1.26	1	17.752	82.98	1
n	training	neutral	0.001	-0.943	-3.950	107					1	5.760	93.20	1
n	training	neutral	0	-0.862	-3.349	107					0	18.039	85.21	1
n	training	neutral	0.005	+0.544	-2.232	199					0	31.189	90.65	1
n	training	neutral	0.002	+0.072	-2.261	192					0	31.189	90.65	1
n	training	deleterious	0.756	+3.505	-1.741	31	0.534	54	1.67	0.44	1	0.549	82.68	1
n	training	neutral	0.006	+0.601	-1.947	38					1	11.921	68.19	0
n	training	neutral	0	+0.371	-2.124	31					1	20.205	92.38	0
n	training	neutral	0.01	+1.604	-1.796	41	0.328	25	0.34	0.91	0	3.153	81.76	0
n	training	neutral	0.001	+0.300	-2.154	150					0	21.809	88.86	0
n	training	neutral	0	+0.089	-2.403	23					0	16.811	93.18	
n	training	deleterious	1	+2.127	-0.972	118					0			1
n	validation	deleterious	0.914	+0.849	-1.402	518					0	6.940	41.41	1
n	validation	neutral	0	-0.924	-2.919	61					2	22.666	92.17	1
n	training	neutral	0.093	+1.041	-2.693	63					2	2.956	74.66	0
n	training	neutral	0	-0.892	-2.044	37					0	34.612	92.17	0
n	training	neutral	0.001	+0.241	-2.575	32					0	19.209	87.18	0
n	training	neutral	0.003	+0.178	-2.377	44					1	31.419	88.75	1
n	training	neutral	0.007	+0.277	-1.626	31					0	18.655	75.86	0
n	training	neutral	0.001	+0.303	-1.956	33					1	18.719	87.50	0
n	training	neutral	0.114	+0.257	-1.850	57					0	13.790	62.70	1
n	training	neutral	0.001	-0.017	-3.068	167					0	25.370	73.74	1
n	training	neutral	0.012	+0.260	-1.542	61					2	25.206	93.62	1
n	training	neutral	0	-3.011	-4.365	165					2	30.523	88.72	1
n	training	neutral	0	+0.235	-1.880	24					0	42.682	94.08	0
n	training	neutral	0	-1.301	-3.000	27					0	25.328	94.08	0
n	training	neutral	0.013	-0.121	-2.460	67					0	16.529	61.39	1
n	training	neutral	0	-0.242	-3.023	112					2	33.255	93.93	1
n	training	neutral	0.179	+0.797	-2.188	228					0	11.416	51.91	1
n	training	deleterious	0.781	+1.493	-1.902	228					1	5.440	33.59	1
n	training	neutral	0	-0.201	-3.155	228					0	33.882	90.23	1
n	training	neutral	0.011	+0.307	-2.228	364	0.487	-20	1.03	1.76	1	15.134	42.75	1
n	training	neutral	0.176	+1.493	-2.531	295	0.350	-29	0.56	0.07	1	3.049	57.25	0
n	training	neutral	0	-1.563	-3.089	68	0.200	-29	0.02	1.23	0	47.544	93.25	1
n	training	neutral	0.05	+1.450	-1.808	53					0	4.026	88.87	0
n	training	deleterious	1	+2.984	-1.139	56					0			1
n	training	neutral	0.003	+0.338	-1.937	80					0	33.545	90.73	0
n	training	neutral	0.001	+0.141	-1.937	63					1	20.492	93.44	0
n	training	neutral	0	-1.226	-2.719	41					0	24.572	91.27	1
n	training	deleterious	1	+2.066	-1.032	52					0			1
n	training	deleterious	1	+2.960	-1.073	52					2			1
n	training	neutral	0	-0.506	-2.849	29					0	22.987	93.48	0
n	training	neutral	0.001	+0.270	-2.238	13					0	16.263	78.74	0
n	training	neutral	0	-0.547	-3.356	26					1	20.443	93.48	0
n	training	neutral	0	-0.471	-2.408	115		-28	0.22	-0.30	2	26.790	92.49	0
n	training	neutral	0.225	+0.434	-1.404	60					0	14.803	67.31	1
n	training	neutral	0.001	+0.110	-1.858	60					1	22.954	93.34	0
n	training	neutral	0	+0.415	-2.057	32	0.391	-24	0.52	-0.57	0	15.023	83.67	0
n	training	neutral	0	-0.554	-2.675	40					2	30.496	88.64	0
n	training	neutral	0.001	+0.471	-1.776	35					0	33.286	88.64	0
n	training	neutral	0	+0.259	-3.193	22					0	3.687	88.89	0
n	training	neutral	0.006	+0.625	-1.457	22					1	22.075	69.70	0
n	training	deleterious	0.869	+1.600	-1.377	34					0	3.481	47.97	1
n	training	neutral	0.001	+0.627	-1.781	26					0	25.152	93.42	0
n	training	deleterious	0.779	+1.827	-1.595	56					1	3.970	52.17	0
n	training	neutral	0.008	-0.267	-2.162	143					0	10.817	64.23	0
n	training	neutral	0.001	+0.015	-2.329	137					0	19.130	89.42	0
n	training	neutral	0	-0.110	-2.530	195	0.375	23	0.11	-0.31	1	15.045	92.88	0
n	training	neutral	0.065	+0.925	-2.616	85					0	6.058	87.95	1
n	training	neutral	0.227	+1.548	-1.590	18					2	2.910	58.68	0
n	training	neutral	0.003	-0.044	-1.913	441					0	25.454	93.74	1
n	training	neutral	0.003	+0.490	-2.148	446					0	28.674	92.92	1
n	training	neutral	0.003	-0.020	-1.924	36					2	23.929	82.61	1
n	training	deleterious	0.993	+3.008	-1.111	105					0	2.464	66.71	1
n	training	neutral	0	-1.364	-3.389	109					0	35.727	90.06	1
n	training	neutral	0.015	+0.521	-2.523	109					1	17.079	79.83	1
n	training	neutral	0.231	+1.184	-2.502	107					1	3.560	90.06	1
n	training	neutral	0.284	+1.612	-1.635	29					1	5.300	74.10	1
n	training	neutral	0.001	+1.045	-1.808	8					0	5.208	93.05	0
n	training	neutral	0.007	-0.312	-2.052	25					1	18.113	65.37	1
n	training	neutral	0	-2.024	-3.711	27					2	47.441	93.05	0
n	training	neutral	0.005	+0.714	-1.705	28					0	24.552	93.05	1
n	training	neutral	0.021	+1.506	-1.828	27					0	3.274	93.05	0
n	training	deleterious	0.667	+2.999	-1.774	27					0	0.988	60.29	0
n	training	neutral	0.014	+0.206	-2.101	25					2	18.298	65.37	1
n	training	neutral	0.028	+1.444	-2.385	27					0	7.918	65.37	0
n	training	deleterious	0.925	+2.089	-1.119	19					0	1.949	41.44	0
n	validation	neutral	0.004	+0.820	-2.089	864	0.445	-51	0.46	0.63	0	25.298	74.26	1
n	training	neutral	0.001	+0.298	-2.299	900	0.504	51	0.7	0.79	0	12.673	93.46	1
n	training	neutral	0.457	+1.901	-2.324	923					2	1.283	75.14	1
n	training	neutral	0	-0.766	-3.084	272					0	32.228	93.68	1
n	training	neutral	0	-0.013	-2.072	24					0	23.507	93.02	0
n	training	deleterious	0.879	+2.241	-2.282	430					1	1.863	60.85	1
n	training	neutral	0.004	-0.410	-2.651	431					0	21.879	80.58	1
n	training	neutral	0.005	-0.294	-2.121	389	0.705	51	0.7	-0.18	0	21.879	80.58	1
n	training	neutral	0.039	+0.277	-1.592	41		54	1.73	-0.52	0	22.522	81.28	1
n	validation	neutral	0	-0.767	-2.073	41	0.427	-113	0.91	2.68	2	46.713	91.62	1
n	training	deleterious	0.739	+1.453	-1.307	9					0			0
n	training	neutral	0	-0.260	-2.190	10					0	20.467	93.06	1
n	training	neutral	0.461	+0.884	-1.475	59					0	14.211	64.62	1
n	training	neutral	0.077	+1.869	-2.695	44					1	1.734	93.76	0
n	training	neutral	0.023	+0.618	-1.389	29					0	24.027	48.57	0
n	training	neutral	0.007	+0.987	-2.369	39					1	5.008	87.50	0
n	training	neutral	0.021	+0.718	-1.377	31					0	19.642	79.92	0
n	training	neutral	0.002	-0.367	-2.099	57					0	26.530	91.59	1
n	training	deleterious	0.614	+2.023	-1.645	54					0	3.551	89.46	1
n	training	neutral	0.003	-0.026	-1.985	53					0	23.467	86.42	1
n	training	neutral	0.446	+1.474	-1.628	53					0	3.953	79.18	1
n	training	deleterious	0.996	+1.636	-1.404	53					0			1
n	validation	neutral	0.46	+0.196	-1.771	50					2	1.520	4.42	0
n	training	neutral	0.002	-0.073	-1.925	36					0	21.205	86.23	1
n	training	deleterious	0.617	+2.249	-1.280	34					0	2.818	90.08	0
n	training	neutral	0.022	+1.111	-2.114	30					0	9.386	93.68	1
n	training	neutral	0.002	+0.592	-1.920	43					2	29.859	81.25	0
n	training	neutral	0.001	-0.352	-1.867	39					2	43.176	84.68	0
n	training	neutral	0.035	+1.287	-1.671	43					0	9.294	81.25	0
n	training	deleterious	0.892	+2.077	-1.653	45					0	1.651	56.69	1
n	training	deleterious	0.963	+3.763	-1.225	43					1	0.648	73.90	
n	training	neutral	0.012	+0.407	-1.998	45					0	14.198	84.53	
n	training	neutral	0.05	+1.297	-2.145	45					0	4.469	85.50	
n	training	neutral	0	-0.637	-2.596	44					1	30.807	92.13	
n	training	neutral	0.021	+0.800	-2.112	44					0	5.570	87.02	
n	training	neutral	0	-1.321	-2.940	44					1	25.249	93.78	
n	training	neutral	0.319	+2.052	-2.421	53					0	2.190	87.02	
n	training	neutral	0.073	+1.281	-2.137	54					0	10.840	78.45	
n	training	neutral	0.001	+0.805	-2.455	36	0.793	42	0.58	0.81	1	20.775	83.33	0
n	training	neutral	0.265	+1.609	-1.929	30					2	4.596	77.13	1
n	training	neutral	0.022	+0.210	-1.741	25					0	17.615	65.29	1
n	validation	neutral	0.141	+0.919	-1.259	96	0.544	52	0.44	1.02	0	11.776	85.10	1
n	training	neutral	0.085	+0.516	-1.906	94					0	19.375	61.17	1
n	training	neutral	0.004	+0.820	-2.069	206					0	16.613	93.04	0
n	training	neutral	0.004	+0.344	-2.621	203	0.713	4	0.07	0.60	0	13.976	87.75	1
n	training	neutral	0	-2.171	-3.435	58					0	36.287	91.47	0
n	training	neutral	0.009	-0.019	-1.887	142	0.175	52	0.44	0.00	0	20.948	77.81	1
n	training	neutral	0.002	+0.277	-1.870	17					0	17.999	77.75	0
n	validation	neutral	0.459	+2.499	-1.867	47					1	2.093	81.36	0
n	training	neutral	0	-0.254	-2.165	40					0	30.783	89.47	0
n	training	neutral	0.005	+0.717	-1.666	31					0	17.974	87.09	0
n	validation	deleterious	0.756	+2.245	-1.551	35					1	1.912	88.18	1
n	training	neutral	0.01	+0.180	-2.179	47					0	16.454	76.91	1
n	validation	neutral	0.029	+0.705	-1.786	67					0	10.947	91.71	1
n	training	neutral	0	-0.091	-2.263	39					0	24.879	93.91	0
n	training	neutral	0.018	+0.614	-1.355	31					0	17.542	71.34	0
n	training	neutral	0.002	-0.059	-1.904	47					0	24.341	76.87	0
n	training	neutral	0	-1.278	-3.965	26					1	26.385	74.53	0
n	training	neutral	0.379	+1.635	-1.450	2					0	0.980	20.00	0
n	training	neutral	0.001	-0.073	-2.441	21					0	11.034	74.53	0
n	training	neutral	0.356	+1.778	-1.620	18					0	2.369	48.35	0
n	training	neutral	0	-0.538	-2.121	14					0	40.019	78.49	0
n	training	neutral	0.007	+0.668	-1.490	17					1	17.745	78.49	0
n	validation	neutral	0.001	+0.444	-2.191	17					0	24.521	60.28	0
n	training	neutral	0.001	-0.342	-2.410	18					1	12.896	60.28	0
n	training	neutral	0.014	+1.380	-1.823	12					0	2.197	74.53	0
n	training	neutral	0	-1.557	-3.012	83					2	30.647	89.08	1
n	training	neutral	0.001	-0.609	-2.406	319					2	35.462	89.39	1
n	training	neutral	0.012	+0.728	-1.783	29					0	15.037	72.46	
n	training	neutral	0.012	+0.071	-2.469	188					0	10.499	85.03	1
n	training	neutral	0.006	+0.915	-2.030	252	0.427	-29	0.56	1.00	1	19.706	92.11	1
n	training	neutral	0	-0.119	-1.764	257	0.242	27	0.11	-0.30	0	24.079	92.62	0
n	training	deleterious	0.688	+3.379	-1.805	46					0	0.449	87.29	
n	training	deleterious	0.939	+2.239	-1.534	58					2	1.887	60.14	
n	training	neutral	0.003	-0.249	-2.008	67					2	29.293	85.14	
n	validation	deleterious	0.999	+1.910	-0.972	56					0			
n	training	neutral	0	-0.740	-2.298	28					0	47.601	93.36	
n	training	neutral	0.037	+1.295	-2.171	29					0	4.087	78.25	
n	training	neutral	0.462	+1.230	-1.350	48					0	10.524	64.97	
n	training	deleterious	0.999	+1.994	-1.124	48					0			
n	training	deleterious	0.504	+1.009	-1.816	48					2	5.851	16.81	
n	training	deleterious	0.999	+2.689	-0.972	50					0			
n	training	neutral	0.202	+1.387	-1.804	30					1	6.382	77.70	1
n	training	neutral	0.003	+0.489	-1.430	29					0	34.509	89.53	0
n	training	neutral	0.008	+0.556	-1.931	56					1	14.661	90.52	0
n	training	neutral	0.01	-0.107	-1.847	76					0	21.019	75.86	1
n	training	neutral	0.001	-0.460	-1.933	78					0	26.552	91.67	1
n	validation	neutral	0	-2.860	-4.473	76					0	36.366	91.67	1
n	training	neutral	0.086	+1.029	-1.901	61					0	25.550	72.91	1
n	training	neutral	0.142	+1.653	-1.649	28					0	3.842	64.00	0
n	training	neutral	0.014	+0.997	-2.303	28					0	3.290	65.90	0
n	training	neutral	0	-2.442	-3.510	24					0	19.898	90.48	0
n	training	neutral	0.133	+1.723	-2.016	24					2	1.633	65.71	0
n	training	neutral	0.001	-0.360	-2.052	27					0	22.674	65.90	0
n	training	neutral	0	+0.132	-2.668	26					1	38.111	78.86	0
n	training	neutral	0	-2.151	-3.934	34					0	23.946	88.19	0
n	training	neutral	0.001	-0.023	-2.290	35					0	25.680	86.45	1
n	training	neutral	0.119	+0.764	-1.637	146					0	18.708	71.28	1
n	training	neutral	0.001	-0.762	-2.909	136					2	16.849	72.56	1
n	training	neutral	0	-0.331	-1.702	20					2	47.879	93.91	0
n	training	neutral	0	-1.347	-2.882	26					0	46.459	93.91	0
n	training	neutral	0.074	-0.214	-2.396	116	0.475	29	0.56	0.00	2	7.769	55.91	1
n	training	neutral	0.013	+0.284	-1.902	50					1	15.054	63.80	0
n	training	neutral	0.001	-0.047	-1.927	15					0	26.220	70.99	
n	training	neutral	0.071	+0.700	-2.050	57	0.482	5	1.14	-0.23	0	18.379	55.37	1
n	training	neutral	0.001	-0.432	-2.052	31					2	20.577	93.56	1
n	training	neutral	0.378	+1.448	-1.666	29					0	3.267	65.44	1
n	training	deleterious	0.985	+3.465	-1.498	56	0.254	-85	0.25	0.03	0	0.972	84.26	1
n	training	neutral	0	-0.502	-2.473	58	0.677	-4	0.07	-0.40	0	15.094	93.19	1
n	training	neutral	0.319	+3.099	-1.763	43					0	1.607	87.88	0
n	training	neutral	0.001	+0.359	-1.871	29					0	18.865	91.61	0
n	training	neutral	0.012	+0.531	-1.289	113	0.674	-27	0.29	0.31	0	32.121	80.97	1
n	training	deleterious	0.937	+1.742	-1.225	193	0.097	28	0.22	-0.81	1	6.374	77.60	1
n	training	neutral	0.338	+1.445	-1.331	195	0.431	-25	0.34	-0.73	0	7.168	77.60	1
n	training	deleterious	0.905	+1.903	-1.375	195	0.543	3	0.14	-0.26	0	3.094	77.60	1
n	training	deleterious	0.899	+1.780	-1.474	195	0.531	54	1.73	-0.40	1	3.734	82.43	1
n	training	deleterious	0.821	+1.936	-1.839	195	0.333	-61	0.68	0.11	3	2.260	80.72	1
n	training	deleterious	1	+1.929	-0.966	195	0.083	-24	0.52	-0.83	0			1
n	validation	neutral	0.394	+1.770	-1.235	193	0.358	30	1.3	0.11	0	3.217	93.93	1
n	training	deleterious	0.999	+2.863	-1.184	195	0.628	-20	1.03	-0.41	1			1
n	training	deleterious	0.616	+1.888	-1.779	195					0	4.275	82.43	1
n	training	deleterious	0.916	+2.746	-1.583	194	0.598	-20	1.03	0.15	1	0.963	74.96	1
n	training	neutral	0.469	+1.286	-1.890	193					0	3.137	83.05	1
n	training	neutral	0.001	-0.399	-2.734	193					1	20.129	94.09	1
n	training	neutral	0	-1.434	-3.461	117					2	27.254	94.09	0
n	training	neutral	0.019	+0.512	-1.769	48					0	16.861	80.00	1
n	training	deleterious	0.799	+2.261	-1.405	25					2	1.603	59.12	0
n	training	neutral	0.001	+0.376	-2.230	59	0.456	84	0.93	0.35	0	31.276	92.56	1
n	validation	neutral	0.131	+0.437	-1.695	26					1	2.419	22.73	0
n	training	deleterious	0.867	+2.532	-1.358	144					0	2.547	87.64	
n	validation	neutral	0.001	+0.150	-1.901	34					1	25.053	93.05	0
n	training	neutral	0.018	+1.309	-1.610	5						4.473	81.30	
n	training	neutral	0.002	+0.208	-2.437	32						22.158	81.30	
n	validation	neutral	0	-1.977	-3.135	34						24.169	81.36	
n	training	neutral	0.001	-0.239	-2.495	34						25.750	81.36	
n	training	deleterious	0.528	+3.041	-2.140	33						0.538	81.30	
n	training	neutral	0	-1.853	-3.307	31						24.169	81.36	
n	training	neutral	0	-1.968	-3.930	31						16.990	81.36	
n	training	neutral	0.024	+0.924	-1.624	33						35.072	73.86	
n	training	neutral	0.034	+0.904	-1.797	32						13.178	81.36	
n	training	neutral	0.014	+0.608	-1.776	31						13.169	81.30	
n	training	deleterious	0.962	+1.090	-1.541	32								
n	training	neutral	0.004	+0.098	-1.605	32						23.567	81.36	
n	training	neutral	0.001	-0.377	-2.432	30						21.889	81.30	
n	training	neutral	0.002	+0.181	-2.279	29						17.845	81.36	
n	training	neutral	0.002	+0.343	-2.007	29						20.054	81.36	
n	training	neutral	0.001	-0.048	-2.229	25						27.250	81.36	
n	training	neutral	0	-0.267	-2.483	31					0	21.878	87.38	
n	training	neutral	0	-3.502	-5.113	30					0	31.365	91.17	
n	validation	neutral	0.073	+1.301	-1.540	29					0	13.021	79.31	
n	training	neutral	0.025	+1.370	-2.080	29					0	4.033	91.17	
n	training	neutral	0.001	-0.051	-1.692	28					1	24.755	91.17	
n	training	neutral	0.001	+0.457	-2.304	28					1	26.536	87.38	
n	training	deleterious	0.531	+2.051	-1.492	28					0	2.909	82.21	
n	training	neutral	0	-0.575	-2.595	27					0	23.526	87.38	
n	training	neutral	0.003	+0.486	-1.837	30					0	22.568	91.17	
n	training	neutral	0	-0.448	-1.924	30					0	45.103	91.17	
n	training	neutral	0.007	+0.850	-2.232	29					0	5.496	82.78	0
n	training	neutral	0	-0.074	-2.147	28					0	40.248	82.38	0
n	training	deleterious	0.549	+2.985	-1.920	36					1	1.251	85.43	0
n	training	neutral	0.002	+0.018	-2.216	84	0.227	24	1.7	1.02	0	20.088	80.36	1
n	training	neutral	0.001	-0.469	-1.989	82					0	25.500	93.91	1
n	training	neutral	0	+0.033	-2.103	38					0	47.874	93.90	0
n	training	deleterious	0.511	+2.482	-2.043	74					0	2.647	93.90	1
n	training	deleterious	0.985	+3.695	-1.699	90					1	0.413	67.60	1
n	training	deleterious	0.98	+1.866	-1.115	90					0	3.654	72.93	1
n	training	deleterious	0.967	+3.418	-1.554	91					1	1.122	81.51	1
n	training	neutral	0.453	+1.560	-1.448	24					0	2.341	57.91	0
n	training	deleterious	0.948	+1.772	-2.002	258					0	0.837	28.75	1
n	validation	neutral	0.015	+0.281	-1.788	36					0	11.654	61.30	0
n	training	neutral	0.004	+1.410	-2.083	23					0	4.731	93.69	0
n	training	neutral	0.19	+2.276	-2.166	30					0	1.630	84.39	0
n	training	neutral	0	-1.176	-2.175	33					0	47.767	93.69	0
n	training	neutral	0.021	+1.401	-1.976	25					0	2.521	88.86	0
n	training	neutral	0	-1.657	-3.071	20					0	26.029	89.86	0
n	validation	neutral	0.028	+1.129	-2.593	135					0	4.666	87.17	0
n	training	deleterious	1	+1.991	-1.184	63					1			1
n	training	deleterious	0.999	+1.674	-1.079	64					0			1
n	validation	deleterious	0.992	+2.048	-1.472	98		24	0.52	-0.87	0	0.837	31.52	1
n	training	neutral	0.463	+1.381	-1.472	97		1	0.27	-1.11	1	8.551	92.58	1
n	training	neutral	0	-1.503	-2.768	29	0.098	-5	1.14	0.18	0	25.653	92.58	1
n	training	neutral	0.371	+1.365	-1.195	453	0.448	113	0.91	-0.14	0	29.894	86.89	1
n	training	neutral	0	-0.476	-2.369	45					0	27.006	93.23	0
n	training	neutral	0	+0.001	-2.160	71					0	33.661	93.23	0
n	training	neutral	0.15	+1.417	-2.549	37					0	1.789	82.25	1
n	validation	neutral	0.05	+0.399	-2.159	61					2	12.292	60.90	1
n	training	deleterious	0.999	+2.513	-1.184	27					1			
n	training	neutral	0	-1.902	-3.169	30					2	20.510	93.26	
n	training	neutral	0.359	+1.578	-1.356	31					0	4.190	80.29	
