truth	split	pph2_class	pph2_prob	dScore	Score1	Nobs	NormASA	dVol	dProp	Bfact	CpG	IdPmax	IdQmin	PFamHitBool
n	training	neutral	0	-0.448	-2.698	104					0	25.819	93.19	0
n	training	neutral	0	-0.228	-2.500	95					1	20.494	93.19	0
n	training	neutral	0	-0.569	-2.259	114					0	29.534	89.61	0
n	training	neutral	0.004	+0.424	-2.219	179					2	19.048	74.45	1
n	training	deleterious	0.995	+1.224	-1.078	185					0	6.049	55.37	1
n	training	neutral	0	-0.712	-2.654	172					1	27.682	93.19	0
n	training	neutral	0	+0.029	-1.972	29					0	25.013	92.91	0
n	training	neutral	0	+0.139	-2.374	30					0	25.212	89.60	0
n	training	neutral	0.003	+1.274	-2.033	29					0	14.961	88.42	0
n	training	neutral	0	-1.731	-3.068	21					0	26.912	92.91	0
n	training	neutral	0.001	+0.014	-1.788	52					0	26.830	88.43	1
n	training	neutral	0.003	+0.317	-1.452	37					0	33.934	85.54	0
n	validation	neutral	0.018	+1.285	-1.786	22					0	7.195	88.43	0
n	training	neutral	0	+0.126	-2.256	18					1	26.626	88.43	0
n	training	neutral	0.006	+0.608	-2.286	31					0	8.233	87.60	0
n	training	neutral	0.131	+1.227	-1.757	23					0	5.991	76.45	0
n	training	deleterious	0.902	+1.770	-2.064	41					1	2.078	75.21	1
n	training	neutral	0.001	+0.171	-1.918	33					0	19.673	79.34	0
n	training	neutral	0.002	+0.641	-2.557	38					0	4.793	88.43	0
n	training	neutral	0.468	+1.917	-1.987	36					0	3.124	83.88	0
n	training	neutral	0.001	+0.332	-2.131	35					0	36.185	77.27	0
n	validation	neutral	0.043	+1.123	-1.610	23					0	4.695	83.88	0
n	training	neutral	0	-0.269	-2.271	23					0	19.448	88.43	0
n	training	neutral	0	-0.341	-2.366	23					0	23.585	87.60	0
n	training	neutral	0.004	+0.322	-1.759	47					0	17.854	84.03	0
n	training	neutral	0	+0.549	-1.736	26					0	34.919	93.65	0
n	training	neutral	0.001	+0.337	-1.830	85					2	32.206	91.68	1
n	training	neutral	0	+0.282	-2.194	83					0	42.953	91.68	1
n	training	neutral	0	+0.095	-1.952	31					0	29.662	93.65	1
n	training	neutral	0.002	+0.465	-1.484	73					0	25.100	90.59	0
n	training	neutral	0	-0.061	-1.963	42					2	35.939	90.59	0
n	training	neutral	0	-0.140	-2.013	86					2	26.241	93.65	1
n	validation	neutral	0.001	-0.122	-2.022	93					2	22.798	79.12	1
n	training	neutral	0.001	+0.368	-1.746	111					0	27.039	91.02	0
n	training	neutral	0.044	+0.854	-1.569	121					0	29.333	77.24	0
n	training	neutral	0	+0.236	-1.772	118					2	22.254	91.02	0
n	training	neutral	0	-0.384	-2.254	91					0	35.813	90.27	1
n	training	neutral	0	+0.066	-2.284	91					0	28.592	90.27	1
n	training	neutral	0	-0.397	-2.275	94					0	19.312	90.27	1
n	training	neutral	0.02	+0.742	-1.543	102	0.476	23	0.75	-0.41	0	35.813	90.27	1
n	training	neutral	0	-1.837	-3.944	93						35.813	90.27	1
n	validation	neutral	0	-1.065	-2.440	104					0	26.149	90.27	1
n	training	neutral	0	+0.606	-2.405	92	0.576	51	0.7	0.27	0	20.014	90.27	1
n	training	neutral	0.07	+0.550	-1.313	93					1	24.512	90.27	1
n	training	neutral	0	+0.046	-2.015	92	0.374	-28	0.22	3.17	2	25.885	89.36	1
n	training	neutral	0	-0.452	-2.481	94					1	25.012	90.27	1
n	training	neutral	0	-0.216	-2.316	95					1	32.301	90.27	1
n	training	neutral	0.001	+0.103	-1.946	95					1	24.512	90.27	1
n	training	neutral	0	-0.720	-2.951	94					0	26.149	90.27	1
n	training	deleterious	0.745	+1.951	-1.249	85	0.573	-51	0.46	1.12	0	5.470	85.41	1
n	training	neutral	0	-0.334	-2.088	48	0.368	-27	0.04	0.20	2	24.792	92.09	0
n	training	neutral	0	+0.490	-1.569	49	0.656	-25	0.34	1.17	0	20.062	91.22	0
n	training	neutral	0.054	+0.541	-1.754	51	0.088	-79	0.82	-1.16	0	28.892	91.22	1
n	training	neutral	0	-0.594	-2.232	51	0.392	29	0.56	-0.46	2	31.533	91.65	1
n	training	neutral	0.005	+0.377	-1.589	51	0.672	23	0.03	-0.26	0	35.162	91.22	1
n	training	neutral	0	-1.173	-3.071	45	0.122	-27	0.05	1.39	0	20.252	92.09	0
n	training	neutral	0	-0.065	-2.243	58					2	31.384	91.22	1
n	training	neutral	0	-0.210	-2.420	58					0	26.674	92.09	1
n	training	neutral	0.01	+0.314	-2.017	61					1	14.846	91.65	1
n	training	neutral	0	-0.279	-2.325	61					0	20.062	91.65	1
n	training	neutral	0.002	+0.373	-1.779	61					0	26.424	91.22	1
n	training	neutral	0	-0.056	-2.073	67					0	22.645	92.09	1
n	training	neutral	0	-0.705	-2.151	58					0	29.228	92.09	1
n	training	neutral	0	-0.726	-2.520	55					0	35.329	91.65	0
n	training	neutral	0	-0.299	-2.027	55					0	26.674	92.09	0
n	training	neutral	0	-0.408	-2.307	55					0	20.252	92.09	0
n	validation	neutral	0.004	+0.856	-1.662	55					0	32.296	91.22	0
n	validation	neutral	0	-0.197	-2.309	55					0	20.157	91.65	0
n	validation	neutral	0	-0.202	-2.842	149					2	26.816	90.27	0
n	training	neutral	0	+0.271	-2.130	149					0	19.654	90.50	0
n	training	neutral	0.001	-0.042	-1.874	160					1	24.634	90.72	1
n	training	neutral	0.005	+0.689	-1.522	161					0	21.976	89.37	1
n	training	neutral	0	-0.515	-2.406	149					0	24.304	90.27	1
n	training	neutral	0.001	-0.013	-1.560	153					2	24.304	90.27	1
n	validation	neutral	0	-0.523	-2.299	160					0	14.658	90.72	1
n	training	neutral	0	+0.084	-2.306	160					2	24.634	90.72	1
n	training	neutral	0	-0.253	-2.818	161					0	30.746	90.50	1
n	training	neutral	0	+0.245	-2.295	79						22.310	90.72	1
n	training	neutral	0	-0.136	-1.891	157					0	24.266	89.37	1
n	training	neutral	0	-0.612	-2.281	156					0	35.992	90.72	1
n	training	neutral	0.094	+0.078	-1.620	148					0	16.218	59.73	1
n	training	neutral	0	-0.128	-2.300	21					2	46.926	92.04	0
n	training	deleterious	1	+2.185	-1.011	105	0.029	28	0.22	-1.24	0	3.262	65.34	1
n	training	deleterious	0.996	+2.722	-1.368	105		-4	0.07	-0.87	0	2.825	65.11	1
n	training	neutral	0	-0.611	-1.895	104		-28	0.22	-1.53	0	24.896	85.95	1
n	training	deleterious	0.938	+2.366	-1.649	104	0.124	65	1.66	-1.30	2	2.955	93.44	1
n	training	neutral	0	-0.547	-2.909	143	0.744	-3	0.14	1.27	0	36.513	92.04	1
n	training	neutral	0.001	+0.152	-1.360	143		27	0.04	0.59	0	23.337	85.95	1
n	validation	neutral	0.001	+0.431	-2.074	143	0.610	-51	0.46	0.29	0	43.702	85.71	1
n	training	neutral	0.001	+0.739	-2.261	141	0.608	-40	0.38	0.30	0	29.848	84.31	1
n	training	neutral	0	-0.703	-2.462	141		52	0.44	-0.42	0	24.779	92.04	1
n	validation	neutral	0	-0.334	-1.961	16					2	27.058	93.41	0
n	validation	neutral	0	+0.345	-1.991	35	0.979	-5	1.14	1.82	0	23.238	83.87	1
n	training	neutral	0	+0.292	-1.663	35	0.600	40	0.38	0.56	0	26.621	83.87	1
n	training	neutral	0.466	+1.643	-1.934	35	0.274	-29	0.56	0.72		3.356	83.87	1
n	training	neutral	0	+0.499	-1.628	21					0	25.253	93.80	0
n	validation	neutral	0.355	+1.274	-1.797	18					1	6.889	83.87	1
n	training	neutral	0	-1.663	-3.018	18					0	27.170	93.80	1
n	training	neutral	0.001	+0.288	-1.739	38					2	23.063	79.62	0
n	training	neutral	0.003	+0.806	-1.971	56						16.881	93.13	0
n	validation	neutral	0	+0.087	-2.154	45	0.632	25	0.34	-0.64	0	24.617	93.13	1
n	training	neutral	0.079	+0.991	-1.502	45	0.436	9	0.47	-0.07	0	27.517	77.73	1
n	training	neutral	0	+0.302	-1.859	56	0.626	-27	0.29	1.23	0	32.809	90.05	0
n	training	neutral	0.001	+0.202	-2.327	56					0	17.093	89.10	0
n	training	neutral	0	-0.140	-2.357	58					0	26.289	93.13	0
n	training	neutral	0	+0.232	-2.227	55					0	24.215	90.05	0
n	training	neutral	0	+0.092	-2.170	61					0	44.432	89.81	0
n	training	neutral	0	+0.669	-1.971	56					0	20.926	93.13	0
n	training	neutral	0.002	+0.298	-2.013	55					2	23.612	81.52	0
n	training	neutral	0	-0.328	-2.048	57					0	19.751	89.81	0
n	training	neutral	0.004	+0.534	-1.560	57					0	45.790	89.81	0
n	training	neutral	0	-1.289	-2.248	105					0	35.955	93.28	1
n	training	neutral	0	+0.153	-1.760	105					0	25.114	93.28	1
n	training	neutral	0	-0.759	-2.435	104					0	25.845	93.28	1
n	training	neutral	0	-0.291	-2.690	112					2	27.019	93.28	1
n	training	neutral	0	-1.555	-4.006	110					0	22.939	93.28	1
n	validation	neutral	0	-1.417	-2.699	108					0	47.559	93.28	1
n	training	neutral	0.001	-0.470	-2.269	113						14.020	86.56	1
n	training	neutral	0.028	+0.053	-2.265	108					1	17.195	80.38	1
n	training	neutral	0.015	+0.494	-2.132	102					1	37.676	86.56	1
n	validation	neutral	0	+0.170	-2.428	104					0	27.019	93.28	0
n	training	neutral	0.004	+0.068	-1.803	102					0	19.686	73.12	0
n	training	neutral	0	+0.314	-1.826	28				0.00	2	27.362	79.53	0
n	training	neutral	0	+0.804	-1.514	28				0.00	0	25.758	92.96	0
n	training	neutral	0.002	+1.303	-2.172	28				0.00	0	2.966	92.96	0
n	training	neutral	0	-0.150	-1.805	28				0.00	0	27.616	92.96	0
n	training	neutral	0	-0.408	-1.900	31				0.00	0	27.616	92.96	1
n	training	neutral	0.001	+0.885	-1.519	31				0.00	0	34.909	92.96	1
n	training	neutral	0.103	+1.704	-1.743	28				0.00		6.952	87.21	1
n	training	neutral	0	-0.466	-2.197	30				0.00	2	26.928	92.96	1
n	training	neutral	0	-0.380	-2.085	28				0.00	0	47.398	92.96	1
n	training	neutral	0.018	+1.095	-1.137	28				0.00	1	20.726	94.24	1
n	training	neutral	0	+0.635	-1.780	28				0.00	0	21.445	94.24	1
n	validation	deleterious	0.988	+1.190	-1.040	31				0.00	0	3.845	17.48	0
n	training	neutral	0	-0.418	-1.794	31				0.00	2	31.636	79.74	1
n	validation	neutral	0	-0.036	-2.215	29				0.00	0	22.861	92.96	1
n	training	neutral	0	-0.152	-2.412	29				0.00	0	25.029	92.96	1
n	training	neutral	0	+0.224	-2.462	28				0.00	1	46.160	92.96	1
n	training	neutral	0	-0.468	-2.332	26				0.00	0	25.758	92.96	1
n	training	neutral	0	+0.200	-2.445	31				0.00	0	20.090	79.74	1
n	training	neutral	0	-0.353	-1.956	23				0.00	0	25.758	92.96	0
n	training	deleterious	0.998	+1.643	-1.209	89	0.089	-23	0.03	-0.86	0	3.240	54.42	0
n	training	neutral	0	-0.242	-2.441	75	0.594	-24	0.52	3.88	0	27.206	93.92	1
n	training	neutral	0	-1.447	-3.907	84	0.850	32	0.12	1.87	0	20.152	94.20	1
n	training	neutral	0	+0.069	-2.180	214	0.480	25	0.34	0.09	0	29.835	94.20	1
n	training	neutral	0	+0.316	-2.150	90					0	25.067	90.47	1
n	training	neutral	0	+0.041	-2.142	55					0	44.075	89.09	0
n	training	neutral	0	-1.476	-3.451	60						20.656	94.20	0
n	training	neutral	0	+0.072	-2.321	88					2	20.656	93.92	0
n	training	neutral	0	-0.441	-2.455	89	0.692	-27	0.04	-0.22	2	25.361	94.20	0
n	training	neutral	0	-0.113	-2.304	76	0.540	-55	1.07	0.11	2	46.603	94.20	1
n	training	neutral	0	+0.134	-2.145	79	0.200	27	0.11	2.19	1	33.454	89.09	1
n	training	neutral	0	-0.133	-2.738	83		23	0.1	-0.54	0	36.309	94.20	1
n	training	neutral	0	+0.322	-2.120	83	0.621	52	0.44	-0.25	0	25.361	94.20	1
n	training	neutral	0.374	+0.368	-2.139	39	0.166	-104	0.48	-0.09	0	12.728	77.21	1
n	training	neutral	0	-0.097	-2.497	83		4	0	0.13	0	21.732	89.09	1
n	validation	neutral	0.144	+1.085	-1.775	88	0.233	0	0.07	-0.85	0	7.469	73.34	1
n	training	neutral	0	-0.946	-2.634	87	0.178	4	0	-0.66	0	33.454	94.20	1
n	training	neutral	0	+0.000	-1.965	73	0.592	23	0.25	0.37	0	46.603	94.20	1
n	training	neutral	0	+0.007	-2.414	87	0.378	27	0.29	0.70	0	21.787	79.28	1
n	validation	neutral	0	-1.168	-3.822	83	0.456	39	0.44	0.35	0	33.349	94.20	0
n	training	neutral	0	+0.271	-2.104	83	0.008	27	0.04	-0.37	0	24.190	94.20	0
n	training	neutral	0	+0.826	-1.338	175	0.439	-27	0.29	-0.19	0	35.891	90.47	0
n	training	deleterious	0.905	+1.181	-1.294	173	0.807	-52	2.12	0.42	0	8.390	34.12	0
n	training	neutral	0	-0.332	-1.722	158	0.622	27	0.29	-0.54	0	26.875	90.47	0
n	training	neutral	0	-0.270	-2.359	158	0.459	-27	0.04	-1.49	0	24.357	90.47	0
n	training	neutral	0	+0.407	-2.160	84					0	37.371	94.20	1
n	training	neutral	0	+0.254	-1.861	88					0	32.408	94.20	0
n	training	neutral	0	-0.906	-3.451	60						23.165	94.20	0
n	training	neutral	0	+0.451	-2.074	88					0	31.570	89.09	0
n	training	neutral	0.001	+0.222	-1.753	89	0.025	27	0.11	-0.79	1	35.373	94.20	1
n	training	neutral	0.002	+0.532	-1.809	81	0.482	-79	0.55	-0.86		27.286	94.20	1
n	training	neutral	0	+0.104	-2.400	39	0.528	25	0.34	0.44	0	29.835	94.20	1
n	validation	neutral	0	+0.599	-2.515	83	0.271	-4	0.07	0.30	0	15.258	94.20	1
n	training	neutral	0	+0.123	-1.776	29	0.192	27	0.11	1.16	0	33.973	93.92	1
n	training	neutral	0	+0.326	-2.104	29	0.408	23	0.25	1.00	0	39.087	93.92	1
n	training	deleterious	0.792	+1.470	-1.867	80	0.280	78	0.82	-0.23	1	5.909	90.47	1
n	training	neutral	0	+0.289	-2.326	81	0.744	25	0.34	-0.38	0	29.835	94.20	1
n	training	neutral	0.045	+0.789	-2.162	80	0.039	-85	0.25	-0.95	0	27.369	90.47	1
n	training	neutral	0	-0.527	-2.728	86	0.144	-28	0.22	0.50	0	27.286	94.20	1
n	validation	neutral	0	-0.578	-2.634	87	0.178	-23	0.11	-0.66	0	25.361	94.20	1
n	training	neutral	0	+0.145	-2.104	83	0.008	-52	0.44	-0.37	0	27.286	94.20	0
n	training	neutral	0	-0.073	-2.250	153					1	20.716	94.20	0
n	training	neutral	0	+0.549	-1.936	158	0.365	-40	0.38	-0.35	0	33.349	94.20	0
n	training	neutral	0	+0.122	-1.795	37					0	45.393	91.75	0
n	validation	neutral	0	+0.088	-1.874	39					0	24.785	91.75	0
n	validation	neutral	0.002	+0.236	-2.045	42					0	13.091	89.00	0
n	training	deleterious	1	+2.050	-1.466	42	0.010	24	0.52	0.22	0	0.910	49.48	1
n	training	neutral	0.005	-0.335	-1.969	40	0.529	4	0	0.08	0	18.582	49.48	1
n	training	neutral	0	+0.233	-1.856	38					0	22.563	91.75	0
n	training	neutral	0.009	+0.379	-1.745	38					0	11.577	89.00	0
n	training	neutral	0	+0.054	-1.794	37					0	45.393	91.75	0
n	training	deleterious	0.996	+2.230	-1.519	42					0			0
n	training	neutral	0.004	+0.241	-2.008	42					0	10.354	87.97	0
n	training	neutral	0	-0.711	-2.902	42					0	14.416	91.75	0
n	training	neutral	0	+0.157	-2.045	42					0	19.272	89.00	0
n	training	neutral	0.181	+1.377	-1.795	37					0	3.967	91.75	0
n	training	neutral	0.376	+1.506	-1.487	38					0	7.028	85.57	0
n	training	neutral	0	-0.380	-2.099	38					0	26.577	91.75	0
n	training	neutral	0.001	+0.328	-1.769	38					0	27.902	81.10	0
n	validation	neutral	0	-0.993	-2.902	42					0	32.648	91.75	0
n	training	neutral	0	+0.158	-1.724	42					2	26.577	91.75	0
n	training	neutral	0.034	+0.513	-1.553	41					0	18.305	85.57	1
n	training	neutral	0	+0.042	-1.628	39	1.053	-27	0.04	-0.51	2	22.852	84.88	1
n	training	deleterious	0.671	+1.579	-1.781	39					0	2.097	81.10	0
n	training	neutral	0	+0.266	-1.886	42					0	21.042	91.75	0
n	training	neutral	0.469	+1.274	-1.577	42					0	4.186	81.10	0
n	training	neutral	0	+0.140	-1.825	41						23.234	91.75	0
n	training	deleterious	0.951	+2.237	-1.607	40	0.312	101	0.85	0.42	0	1.915	83.85	1
n	training	neutral	0.002	+0.535	-1.816	118					1	47.994	94.13	1
n	training	neutral	0	-0.072	-2.236	147					0	22.167	90.85	1
n	training	neutral	0	-0.148	-1.882	158	0.165	-27	0.05	-0.77	0	20.702	94.13	1
n	training	neutral	0	-0.591	-2.550	27					2	27.150	93.73	0
n	training	deleterious	0.651	+1.959	-1.835	23					0	1.274	89.11	0
n	training	neutral	0.029	+1.415	-1.815	17					1	9.340	93.73	0
n	training	neutral	0	-0.816	-2.463	26					0	27.150	93.73	0
n	training	neutral	0	-0.428	-2.203	23					3	32.247	93.73	0
n	training	neutral	0	+0.409	-1.815	17					1	19.597	93.73	0
n	training	neutral	0	+0.604	-1.567	15					1	20.105	93.73	0
n	training	deleterious	0.685	+1.359	-1.703	30					1	6.701	79.54	0
n	training	neutral	0.002	+0.415	-1.835	23					1	33.462	89.11	0
n	training	neutral	0.015	+0.606	-1.771	26					0	7.019	82.84	0
n	training	neutral	0.147	+0.624	-1.579	19					0	11.995	65.68	0
n	training	neutral	0.001	+0.504	-1.898	17					0	11.995	91.42	0
n	training	neutral	0	+0.276	-1.860	18					0	22.380	83.83	0
n	training	neutral	0	-0.002	-2.188	23					0	46.611	91.42	0
n	validation	neutral	0.259	+0.698	-1.465	23					0	9.799	44.55	0
n	training	neutral	0	+0.261	-1.835	23						22.716	89.11	0
n	training	neutral	0.002	+0.456	-2.288	27					1	9.532	90.43	0
n	validation	neutral	0.01	+0.532	-1.873	25					1	9.799	83.83	0
n	validation	neutral	0	+0.550	-1.457	12					0	20.178	91.75	0
n	training	deleterious	0.702	+1.473	-1.559	23					1	6.804	82.84	0
n	training	neutral	0	-0.007	-2.022	26					0	46.371	93.73	0
n	training	neutral	0	+0.299	-1.974	19					0	18.436	93.73	0
n	training	neutral	0.013	+0.402	-1.646	27					1	20.701	76.24	0
n	training	neutral	0.02	+1.265	-1.860	18					0	7.743	83.83	0
n	training	neutral	0.037	+0.332	-2.019	16					1	11.613	57.76	0
n	training	neutral	0.035	+0.618	-2.194	23					2	6.294	65.68	0
n	training	neutral	0	-0.137	-2.413	18					2	47.789	93.73	0
n	training	neutral	0	+0.579	-1.804	23					1	23.049	93.73	0
n	training	deleterious	0.96	+3.157	-1.689	28						1.528	83.83	0
n	validation	neutral	0.481	+1.411	-1.714	25					1	5.108	76.24	0
n	training	deleterious	1	+2.128	-1.035	19					0			0
n	training	deleterious	0.652	+1.504	-1.943	18					0	1.826	57.76	0
n	training	neutral	0	+0.647	-1.567	15					0	25.235	93.73	0
n	training	neutral	0	+0.343	-2.291	55					0	35.449	91.97	0
n	training	neutral	0.019	+1.346	-2.523	235					0	12.948	91.97	1
n	validation	neutral	0	-0.318	-2.707	205					2	24.863	91.97	1
n	training	neutral	0.004	+0.571	-2.238	277						9.958	82.24	1
n	training	neutral	0	+0.293	-2.463	281					0	22.962	91.97	1
n	training	neutral	0	+0.023	-1.914	110	0.309	-28	0.22	1.36	2	26.915	92.92	1
n	training	neutral	0	-0.048	-2.271	64					0	28.772	83.63	0
n	training	neutral	0.004	+0.645	-1.420	112	0.188	40	0.38	2.04	0	29.493	92.92	1
n	training	neutral	0	+0.306	-2.414	114					0	29.710	93.81	0
n	training	neutral	0	+0.177	-1.692	120	0.549	-27	0.04	-0.10	2	25.017	92.92	0
n	validation	neutral	0.01	+0.935	-1.854	120	0.325	20	1.41	1.28		24.577	79.20	1
n	training	neutral	0	+0.107	-2.382	120	0.817	5	1.14	1.18	0	27.554	80.09	1
n	training	neutral	0	+0.187	-2.414	114					0	16.104	93.81	0
n	training	neutral	0	+0.055	-2.234	119					0	28.449	93.81	0
n	training	neutral	0.046	+1.432	-2.030	120	0.472	-29	0.02	0.35	0	4.029	93.81	0
n	validation	neutral	0	-0.099	-2.530	120	0.368	-1	0.27	0.50	2	18.969	93.81	1
n	training	neutral	0	-0.018	-2.827	79	1.276	-3	0.37	1.57	0	32.235	83.63	0
n	training	neutral	0	+0.019	-1.914	110	0.309	-56	0.07	1.36		38.803	92.92	1
n	training	neutral	0	+0.035	-2.439	111	0.254	9	0.47	1.12	0	32.897	92.92	1
n	training	neutral	0	-0.173	-2.234	119						25.746	93.81	0
n	training	neutral	0	+0.372	-1.925	25					0	42.928	93.49	0
n	validation	neutral	0	+0.160	-1.979	24					0	22.958	93.36	0
n	training	neutral	0.003	+1.173	-2.143	28						8.562	93.36	0
n	training	neutral	0	+0.937	-2.192	29					0	13.853	93.36	0
n	training	neutral	0	+0.011	-2.097	30					0	25.135	93.36	0
n	validation	neutral	0	-0.114	-2.215	34					0	23.697	85.52	0
n	training	deleterious	0.591	+1.518	-2.180	47					1	3.908	81.14	0
n	training	neutral	0.002	+0.265	-2.126	53					0	25.175	81.14	0
n	training	neutral	0	-0.299	-2.882	53					0	35.058	93.36	0
n	training	neutral	0	-0.106	-2.289	52					0	25.135	93.36	0
n	validation	neutral	0	-0.036	-2.392	48					0	36.722	92.56	0
n	validation	neutral	0	+0.667	-1.965	52					0	19.105	93.36	0
n	training	deleterious	0.999	+1.823	-1.440	60		78	0.82	-0.26	0	2.759	46.35	1
n	training	deleterious	0.997	+1.959	-1.339	61		25	0.34	-0.65	0	1.664	43.16	1
n	validation	neutral	0.001	-0.106	-2.556	57					0	17.086	85.52	0
n	training	neutral	0.001	+0.298	-2.392	57					0	9.112	93.36	0
n	training	neutral	0.095	+0.557	-1.994	55					0	12.848	81.14	1
n	training	neutral	0.163	+0.686	-2.044	51					0	9.928	73.97	1
n	training	neutral	0	-0.005	-2.157	39					0	25.135	93.36	0
n	training	neutral	0	-0.331	-2.653	29					0	20.561	93.49	0
n	training	neutral	0.001	+0.450	-2.268	27					0	17.302	85.52	0
n	training	neutral	0	+0.107	-2.087	27					2	39.610	85.52	0
n	training	neutral	0.002	+1.080	-2.104	23					2	5.928	92.56	0
n	training	neutral	0	-0.187	-2.383	25					2	21.426	93.36	0
n	training	neutral	0	-0.465	-2.676	27					2	27.773	93.49	0
n	training	neutral	0	+0.025	-2.128	25					0	20.561	93.49	0
n	training	neutral	0.002	+1.342	-2.635	26					0	2.239	92.70	0
n	training	neutral	0.001	+0.289	-1.806	26					0	36.136	81.41	0
n	training	neutral	0.001	+0.567	-1.797	28					0	28.967	84.20	0
n	training	neutral	0	-0.078	-2.104	28					0	42.928	85.66	1
n	training	neutral	0.021	+0.697	-1.601	28					0	14.407	73.04	1
n	training	neutral	0	+0.080	-2.146	27						29.013	93.23	1
n	training	neutral	0.151	+2.695	-2.360	18						0.691	93.95	0
n	validation	neutral	0.19	+1.445	-1.583	18					0	6.039	85.35	0
n	training	deleterious	0.967	+2.050	-1.466	11					1	1.130	66.19	0
n	training	neutral	0	+0.379	-1.909	17					1	22.550	93.03	0
n	validation	neutral	0.001	+0.468	-1.391	28	0.333	29	0.02	-0.47	0	20.032	91.09	0
n	training	neutral	0	-0.462	-2.551	28	0.312	20	1.03	-0.10	2	31.655	92.01	0
n	training	neutral	0.001	+0.729	-1.491	29	0.340	52	0.44	0.24	0	24.826	92.21	0
n	training	neutral	0.057	+1.954	-2.362	29	0.126	75	0.55	0.57		4.683	93.95	0
n	training	neutral	0	+0.339	-2.015	27	1.087	1	0.27	1.15	0	18.567	93.95	1
n	training	neutral	0.003	+0.414	-1.810	26					0	12.055	90.98	0
n	validation	neutral	0.008	+1.012	-1.526	26					1	43.130	90.37	0
n	training	neutral	0	-0.077	-1.886	26					0	21.738	90.47	0
n	training	neutral	0	-0.212	-1.907	26					0	24.722	93.95	0
n	training	neutral	0	-0.579	-2.560	27					0	35.282	93.95	0
n	validation	neutral	0	-0.714	-2.826	31	0.153	-47	0.77	-0.37	2	23.105	93.95	1
n	training	neutral	0.018	+0.670	-1.459	34	0.315	-3	0.37	-1.30	0	18.009	84.43	1
n	training	neutral	0	+0.529	-1.897	20					0	24.865	93.60	0
n	training	neutral	0	-0.293	-2.373	99	0.503	-27	0.29	0.47	0	37.131	93.80	1
n	validation	neutral	0.001	+0.858	-1.758	98	0.802	-27	0.29	0.03	0	26.967	82.64	1
n	training	neutral	0	-1.600	-3.630	92	0.875	-52	0.44	1.72	0	27.171	93.80	1
n	training	neutral	0	-0.177	-2.710	93	0.876	20	1.03	1.04	2	32.200	93.60	1
n	training	neutral	0	-0.140	-2.597	71					0	26.305	91.11	0
n	training	neutral	0	+0.183	-2.571	265					0	15.368	91.11	1
n	training	neutral	0	+0.396	-1.888	11					2	21.140	93.07	0
n	training	neutral	0	+0.176	-2.099	11					1	22.814	92.77	0
n	validation	neutral	0	-0.388	-2.551	36					0	26.698	92.17	0
n	training	deleterious	0.616	+1.315	-1.334	340	0.368	113	0.91	-0.29	0	20.984	77.26	1
n	training	deleterious	1	+4.185	-0.998	343		60	0.08	-1.12	0	0.544	76.96	0
n	training	neutral	0	+0.146	-2.678	336					2	20.590	90.51	1
n	training	neutral	0.001	+0.714	-2.001	12					0	4.689	83.43	0
n	training	neutral	0.004	+1.278	-1.761	87						43.890	90.81	0
n	training	neutral	0	+0.134	-1.991	88					0	19.972	91.11	0
n	training	neutral	0	-0.106	-2.468	113					0	25.037	90.36	0
n	training	neutral	0	+0.188	-2.129	151					0	26.218	90.51	0
n	training	neutral	0	-0.016	-2.416	263					0	22.406	91.11	0
n	training	neutral	0.003	+0.389	-1.450	334		27	0.11	-1.36	0	34.215	91.11	1
n	training	neutral	0.022	+0.715	-1.400	333					1	20.038	91.11	1
n	training	neutral	0	-0.258	-2.146	341	0.017	27	0.04	-1.25	0	24.536	90.36	1
n	training	neutral	0	-0.743	-2.347	342					0	24.368	90.51	1
n	training	neutral	0	+0.041	-2.644	344	0.222	-5	1.14	-1.22	0	25.245	91.11	1
n	training	neutral	0	-0.787	-2.591	340					0	26.392	91.11	0
n	training	neutral	0	+0.291	-2.227	336					0	20.038	91.11	0
n	training	neutral	0	-0.067	-2.353	340	0.820	-24	0.52	0.81	0	26.392	91.11	0
n	training	neutral	0	-0.212	-2.547	338	0.392	25	0.34	0.40	0	29.192	92.17	1
n	training	neutral	0	-0.317	-2.634	339					0	27.067	91.11	1
n	training	neutral	0	+0.277	-2.370	337					0	19.492	91.11	1
n	training	neutral	0	+0.194	-2.172	336					0	24.531	91.11	1
n	training	neutral	0.002	+0.779	-1.888	123					0	46.302	90.81	1
n	training	neutral	0	+0.139	-2.145	11					1	32.021	93.07	0
n	training	neutral	0	-0.088	-2.613	23						10.407	93.07	0
n	training	neutral	0	-0.041	-2.249	87					0	19.906	91.11	0
n	training	neutral	0	+0.101	-2.350	116					0	19.906	90.51	0
n	training	neutral	0.001	+0.689	-1.954	342					0	31.140	90.51	1
n	training	neutral	0.018	+1.198	-2.441	344						15.796	91.11	1
n	training	neutral	0	-0.147	-1.826	344					0	24.531	91.11	1
n	training	neutral	0	-0.203	-2.117	340					0	28.858	91.11	0
n	training	neutral	0	+0.361	-2.202	339					0	21.628	90.36	0
n	training	neutral	0	+0.145	-2.361	338					0	19.906	90.51	1
n	training	neutral	0.004	+0.638	-2.164	338					0	17.011	90.51	1
n	training	neutral	0.001	-0.067	-1.559	336					0	34.888	90.51	1
n	training	neutral	0	-0.535	-2.678	336					0	26.888	90.51	1
n	training	neutral	0.024	+1.066	-1.888	123					0	17.011	90.81	1
